title,artist,creator,tags,num_uninherited_points,mp3_duration_seconds,song_name,variation_rating_uninherited
Fansa (Cut Ver.),mona (CV: Natsukawa Shiina),imaginative,Serizawa Haruki Jack J_a_c_k xahlt fanservice loli female vocals japanese pop jpop j-pop 好きすぎてやばい。〜告白実行委員会キャラクターソング集〜 song collection Kokuhaku Jikkou Iinkai Confession Executive Committee 成海 萌奈 Narumi Mona ハニーワークス honeyworks ~アイドルシリーズ~ idol series gom shito ヤマコ yamako short ver. version,2,112.53170068027211,1279201,0.008886384849378799
Jama,Ado,eiri-,Ayyri honne BlastTheKidd Adinda eINess Ujimatsu Chiya Ujimatsu_Chiya Irohas MugiwaraSekai Lugu Esutarosa Esu -Sylvari Sajinn Japanese Pop J-Pop JPop Rock J-Rock JRock syudou Cover,2,208.31783333333334,1291365,0.004800357146571705
Hyouri Ittai (TV Size),Yuzu,Trust,hxh ハンター×ハンター 2011 nippon animation 日本アニメーション gon freecss killua zoldyck chimera ant ending fiya,2,80.04533333333333,129299,0.012492920678282306
Jiu Zui De Hu Die (DJ He Peng Version) (Cut Ver.),Sun Yi Qi,Firika,kuse remapper [Hatsune_Miku] [Hatsune Miku] _lai [kamiya] KuBsNia_ZhoYL_ Oiso chinese pop electronic trance Female vocal short present angelsnow ban remix 女声版,2,169.35183333333333,1294231,0.00590486669271369
Buriki no Dance,96neko,Kimchi Sandwich,w_m 日向電工 hinata electric works utaite cover mix wm japanese pop 嘘の火花 (Special Edition) mix M_i_X Uso no Hibana,2,199.04,1296562,0.00502411575562701
Star Marker (TV Size),KANA-BOON,-Lian-,Anime Japanese Jpop pop Boku No Hero My Hero Academia Season 4 第4期 Opening 2 op 2 op2 Lian2002 Pepekcz Arronchu1207 Akane-_ Male Vocals,2,93.1004081632653,1300115,0.010741091470258137
Ascension to Heaven,xi,Kroytz,owc 2020 nm2 semifinals bof2009 bemani bms voez cytus ii chunithm rhythm video game artcore piano stream deathstream rsi electronic breakcore instrumental storyboard sb theduckmask,5,163.89220833333334,1301360,0.024406285330322547
Egg Planet,Koji Kondo & Mahito Yokota,roxkyuubiforever,Luigi Toad Rosalina Peach Bowser Jr Bros Star Planet Wii 2007 Game Italian Plumber Platinum Version Orchestra,2,100.623625,13022,0.00993802399784345
Peko Miko Daisensou!!,REDALiCE feat. Usada Pekora & Sakura Miko,Amateurre,hololive ホロライブ ワッカ リリィ vtuber virtual youtuber maron iosys video game japanese pop jpop j-pop electronic kazato asa shizuku- ducky- shikibe mayu theblank xidorn newton- nagaraia pekomiko,5,256.0,1303143,0.015625
Rewrite Nightmare,Helblinde,Delette,frenchcore serial experiments lain mappers' guild mg mpg featured artist fa electronic instrumental hardcore techno free releases maruoko milr_ [_White_Music_] [ White Music ] semfi,2,308.48,1304759,0.0032417012448132778
Sora ni Utaeba,amazarashi,Sajinn,addy2607 sotarks guanineso boku no hero academia op opening 3 full version my japanese anime rock pop j-rock jrock j-pop jpop Chihoutoshi No mementomori,2,218.08904761904762,1305320,0.004585282988381767
Playing with Ruby,NIWASHI,Down,owc final nm6 jazz Instrumental rubi to asobu,2,259.0884807256236,1306570,0.003859685298239896
Shiwa,Hanatan,Ami,nicovideo kyshiro vocaloid,2,176.86991666666665,130704,0.0056538727379208545
Q,Kaede To Kyo Aki Ame Kuzu,Abelia,ヤンキー組 yankee gumi 椎名もた shiina shina mota siinamota ぽわぽわp powapowap vtuber virtual バーチャルyoutuber 2434 にじさんじ nijisanji 樋口楓 higuchi kaede 剣持刀也 kenmochi toya touya 轟京子 todoroki kyoko kyouko 三枝明那 saegusa akina 葛葉 kuzuha 久遠千歳 kudou chitose 雨森小夜 amemori sayo japanese rock いちから ichikara j-rock jrock cover カバー,2,261.24,1316097,0.0038278977185729596
Hitomi no Tsubasa (TV Size),Access,jericho2442,Hangyaku no Lelouch Anime J-Pop Beuchi-chan Ztrot,2,95.92163265306122,13163,0.010425177015250545
Bad Apple!!,Masayoshi Minoshima ft. nomico,ignorethis,shadow art siriru kanpakyin S i R i R u bakaru cyborg Aenna orioncomet ploy happy30 Card N'FoRcE cnf Alstroemeria Records,3,219.24533333333332,13177,0.009122201004658404
felys final remix,onoken,Elayue,pdc pending cup 2020 pdc2020 mapping contest xahlt acyl acylica shizuku- kazato asa shikibe mayu -[shady]- maimai  でらっくす Splash オンゲキ チュウニズム パラダイス  instrumental electronic,2,173.1014739229025,1319560,0.005776958320097199
Colorful,ClariS,CloudSplash16,gekijouban mahou shoujo madoka magika shinhen hangyaku no monogatari puella magi magica movie rebellion fycho xinely,4,270.2755,132007,0.011099785219156008
Bakudanma,Yorushika,StargazorXz,compulsive bomber re-recording n-buna nbuna ナブナ suis スイ plagiarism 盗作 tousaku tosaku pop j-pop j-rock jrock jpop japanese rock chigamymommy newton- fuju clubber -_Clubber_-,2,215.86133333333333,1320850,0.004632603646785591
Last Christmas,ALEX TERRIBLE,Blitzifyyy,WashedUp Player Kudosu soop so0p Slaughter to Prevail Cover Parody Deathcore Metal Pop Wham! English Aleksandr Shikolai Александр Шиколай,3,97.632,1323906,0.02048508685676827
Lamp (TV Size),Co shu Nie,keeVY,miku nakamura コシュニエ japanese anime female vocalist the promised neverland yakusoku no ed ending 2 door weapon xiced yugu j rock j-rock,3,89.39102040816327,1325620,0.022373611922852133
Aqua Terrarium (TV Size),yanaginagi,Sharlo,nagi 凪のあすから 石川智晶 MATERIAL WORLD ending,2,96.529125,132621,0.010359567643444402
Grandeur (TV Size),Snow Man,HakuYT,black clover op opening 13 anime japanese asta yami dante vanica zenon yuno noelle pop j-pop jpop paradogi kloster soue,3,93.78333333333333,1328147,0.021325750844144304
BAERUNA,URBANGARDE,Agatsu,japanese pop hinsvar black impurepug man fixxis avantdemic アバンデミック,4,254.22367346938776,1330252,0.011800631935881628
ne uchi (Cut Ver.),kis-kis,A r M i N,russian female vocal punk punk-rock rock Armin A_r_M_i_N Kujinn Reform schoolboy Komore SpokenAway Xenon- Xen Xehn русский панк рок пир во время чумы,2,84.6508843537415,1331950,0.011813225669576844
Loser Girl,TUYU,Keqing,Kowari iljaaz aeril SnowNiNo_ djulus -MikanMyMommy deppyforce shizuku- kazato asa shikibe mayu amateurre ajisai- ぷす Pusu 礼衣 Reii おむたつ omutatsu japanese pop jpop j-pop ruzagaru,4,197.25829931972788,1333508,0.015208485576251589
Colorful,ClariS,Laurier,gekijouban mahou shoujo madoka magika shinpen hangyaku no monogatari,4,273.38875283446714,134008,0.010973384855434984
We're not alone,coldrain,Lanturn,Nothing Lasts Forever Opening Nisha Rokubou no Shichinin -Umi- Umi Madhouse TV SIZE,2,70.32163265306123,134195,0.014220375185735512
SHIJOSHUGI ADTRUCK,hololive IDOL PROJECT,Amateurre,"ホロライブ vtuber virtual youtuber japanese pop jpop j-pop 大神ミオ ookami mio 不知火フレア shiranui flare 夏色まつり natsuiro matsuri ch ch. floral circlet bloom bloom, bouquet mocaotic mir finshie petal matha fedora- Yuuki Noa",2,245.62498866213153,1342689,0.004071247007264175
Unbreakable (Sped Up & Cut Ver.),Fireflight,wafer,english rock cut nightcore christian religious kirito goopert kami no kotoba,2,78.24208333333333,1343602,0.012780845772468994
keep weaving your spider way (TV Size),Azuna Riko,Oriental,"So I'm a Spider, So What? Kumo Desu ga, Nani ka? kumodesu anime op opening theme japanese rock",3,90.12,1346476,0.022192632046160673
snow irony_,Maison book girl,newton-,"nagaraia airiesu deppyforce bath room best album ""fiction"" 矢川葵 yagawa aoi コショージメグミ koshouji koshoji coshoji coshouji megumi 井上唯 inoue yui 和田輪 wada rin tokumajapan japanese pop jpop idol",7,258.3006802721088,1351876,0.02322874254020258
Let Me Be With You (TV Size),ROUND TABLE feat. Nino,Li Syaoran,intiaz kumidaiko castagne 北川勝利 伊藤利恵子 april katsutoshi kitagawa rieko ito nyantiaz anime clamp pop japanese j-pop jpop chi ちょびっツ featuring minnin,2,91.9249,1355292,0.010878445339619625
Kesshou,Ryokuoushoku Shakai,Deca,agatsu bongo collab princess half-demon リョクシャカ ryokushaka 長屋晴子 haruko nagaya 小林壱誓 issei kobayashi 穴見真吾 shingo anami 犬夜叉 inuyasha hanyou no yashahime decagatsu japanese rock pop,2,236.22530612244898,1369270,0.004233246710162557
Undercover Martyn,Two Door Cinema Club,nemidnight,english indie rock daycore gordon123 tourist history deluxe edition gran turismo 5 irish powerpop dance punk northern ireland,3,168.20244897959185,1369417,0.01189043329709582
Inochi no Tabekata (movie ver.),Eve,AirinCat,japanese pop jpop rock jrock smile utaite how to eat life,4,230.11265306122448,1370456,0.013037092746055171
Joint (TV Size),Mami Kawada,osuplayer111,Anime ignorethis xxheroxx orioncomet Kuroneko-sHerald youngdow DJPop,2,90.052125,13737,0.011104679650813349
Into Gray,yuki,Bellicose,eroge momo 緒乃ワサビ case-0 case 0 Laplacian Hakuchuumu no Aojashin The girl who's whos called the world japanese pop rock full version opening op visual novel vn video game lasse kalibe dored koiyuki minakami mtbbsben,3,218.98448979591836,1373789,0.009133066921149947
Start Again,NegaRen,Hpocks,Renard Lapfox Trax Reggae Electronic English Happy Hardcore Emma Essex Instrumental Kundi halley labs breezesphere mk.6,7,248.11102040816326,1374327,0.024182722678458623
Sentimental Crisis (TV Size),halca,Wanpachi,sanairrt cycopton kaguya-sama kaguya-sama: wa kokurasetai tensai-tachi no renai zunosen kaguya wants to be confessed the genius war of love and brains is japanese anime ending ed zunousen pop j-pop jpop 3rd single ed,2,90.05963718820861,1375253,0.011103753370782274
Grandeur (TV Size),Snow Man,Monstrata,black clover op opening 13 thirteen anime japanese alternator pop jpop,3,93.27097916666666,1380176,0.02144289700686195
No Mercy (feat. BlackGryphon & LittleJayneyCakes),The Living Tombstone,Sylas,mimari kujinn reform schoolboy komore overwatch english video game pop alternative indie tiktok maybe i'll ill be tracer thekoala,2,154.47995833333334,1383165,0.006473331626891191
Cherish,Ai Otsuka,osuplayer111,Ai am Best Draw with me jpop orioncomet xxheroxx,2,174.348875,13841,0.005735626341150753
Lionheart,Serenity,AdeAAa,Napalm Records symphonic power metal english male vocalist Georg Neuhauser Chris Hermsdörfer Fabio D'Amore Andreas Schipflinger 2017 streams sh4rq_ nebuwua,2,278.70374149659864,1390922,0.003588039380562834
Play Poker Remix (w/Maple) (Cut Ver.),SEBii,Vanchanical,english hip hop hip-hop rap hyperpop wafer KAMI NO KOTOBA goopert ancel ancelysia bitchgirl404,2,85.27351473922903,1391589,0.011726970596416173
Senjou no Utahime,La priere,Hinsvar,らぷりえーる Diva of the battlefield 棗いつき Natsume Itsuki 藍月なくる Aitsuki Nakuru なゆた nayuta Galaxy Triangle かそかそ Kasokaso Prismagic Japanese Pop J-Pop JPop Rock J-Rock JRock,2,257.69795918367345,1398580,0.0038805119107957428
i wanna slam my head against the wall,glaive,Mimari,sylas thekoala all dogs go to heaven english hyperpop pop hip hop hip-hop rap electronic dnb roda totsuki reisevia iwsmhatw want,5,116.56,1405001,0.03431708991077557
World's End Valentine,Pedro Silva,Fall,video game videogame ost soundtrack original electronic instrumental boss fight sweetheart kel aubrey hero omori sunny mari basil chiptune _tranquility hooni wither wanpachi cycopton omocat 086 86 vgm,2,147.87916666666666,1412590,0.006762277760559015
Breezeblocks,alt-J,Astrolis,english rock an awesome wave indie riffy bakari -bakari- arronchu1207 alternative 1force theoneforce,5,226.8473469387755,1415502,0.01763300322432059
Ashiato (TV Size),the peggies,My Angel Nino,hakashii imaginative 1 miss 1_miss boku no my hero academia 5th season 5 ed ending theme song j-pop jpop anime 2021 short jrock japanese alternative pop pop-rock j-rock altrock alt-rock rock poprock footprints,2,89.66114583333334,1422944,0.011153103060481187
PRIDE OF LIONS (Cut Ver.),SPYAIR,HabiHolic,UNITE スパイエアー japanese J-Rock Jrock rock KENTA MOMIKEN IKE UZ,2,96.66718820861678,1423394,0.010344771773457474
Superstar,Nightcore,osuplayer111,Techno xxheroxx,2,164.344875,14235,0.006084765344827455
Mikasa,VEIL OF MAYA,Maiev,jojajim mir Armin A_r_m_i_n nekro nekroman4ik muya- takakin vom english rock jasmiinee deemu kerupt metal metalcore matriarch djent progressive deathcore,3,190.90285714285713,1423969,0.010476532567049808
Liar Mask,Rika Mayama,Keqing,iljaaz akito fuju some hero heroine Akame ga Kill! kiru op 2 opening full ver version anime japanese female vocal rock jrock,9,293.694693877551,1424630,0.027239171039758075
End Credits,Chase and Status ft. Plan B,Kyshiro,Ami drum and bass no more idols dnb,2,132.68074829931973,142668,0.007536888454563586
Can't Do It Without You (Austin & Ally Main Title) (TV Size),Ross Lynch,AJT,cant and laura marano raini rodriguez calum worthy disney channel english pop rock sirmirai cacturne vespirit hydrocannon13 -_ascended_- ascended -ascended-,2,49.138,1429021,0.02035084863038789
SAIKYO TENSAI WONDERFUL WORLD of KORONE,Inugami Korone,Yuuma,"ホロライブ ホロライブゲーマーズ hololive gamers vtuber virtual youtuber japanese pop jpop j-pop original おぐらあすか ogura asuka saji 石塚陽大 ishizuka yota Hifumi,inc.",4,222.4326530612245,1431435,0.013487228420434526
Raikou -3rd Desire-,TatshMusicCircle,Kite,electronic instrumental video game doujin Shinreibyou TD TH13 Divine Spirit Mausoleum 東方Project niva lunarsakuya 古きユアンシェン Ten Desires Kaku Seiga touhou C81 comiket81 FAR EAST OF EAST VI Nunnally Lamperouge Tatsuya Shimizu 清水達也 JJburstOwO Frey,2,182.84416666666667,143316,0.005469138109410108
Towa yori Towa ni,marina,terametis,NewRulerNA wring Lass shoujo shiniki tengoku,3,152.32,143507,0.013130252100840336
Heart Realize (TV Size),Tia,Unsfamiliar,ノラガミ supercell ryo ending iyasine qoot8123 flower no_gu reyshel,2,93.168,143717,0.010733298986776574
Shadow and Truth (TV Size),ONE III NOTES,[[Pause]],ワンサードノーツ Wan Saado Notsu Three Third opening op Jusanku Kansatsuka anime japanese short version ver pop jpop j-pop ACCA 13 13th Territory 13-Territory Inspection Dept. Department Ward Observation 2017 Ryo Takahashi PON Foggy-D 高橋 諒 ImWater theme song 主題歌 JustALeaf jazz,2,92.56596371882087,1437421,0.0108031068853516
Koko de Isseki! Oshama Scramble!,Nazuna Shishou (CV: Yamamoto Ayano) & Kobotoke-tei Channagi (CV: Sakura Kaoru),z1085684963,japanese rock pop electronic D.watt(IOSYS) GO!GO!チュウニズム sega イロドリミドリ irodorimidori 天王洲なずな Tennouzu Nazuna 小仏凪 Kobotoke Nagi 七条レタス t+pazolite dahkjdas rui divivhako Calvaria,3,300.83773242630383,1438239,0.006648102230626737
ATARI FRONT PROGRAM feat. KAFU,Utsu-P,SMOKELIND,852話 Artificial Singing Synthesizer CeVIO AI virtual artist singer vsinger kamitsubaki studio 神椿スタジオ rock japanese BASENSOREX PEPEKCZ KANG SAE-BYEOK NYMPHE,2,201.92965986394557,1443188,0.004952219503929098
Acchi Muite (TV Size),Swimy,Sajinn,rock jrock j-rock japanese 銀魂° 2015 ending Gintama season 4 male vocal anime armin a_r_m_i_n torriru nevo,2,92.09,1444242,0.01085894233901618
Suspense,Monophobia Studio,Koalazy,OST cello cinematic drum piano audiojungle,2,184.5550625,144668,0.0054184371127722385
microser,nowisee,bilibilicnm,Necho japanese pop jpop j-pop reALIVE ノイズ noise Strange Octave,8,254.53714285714287,1456710,0.027500897988505746
Aegleseeker,Silentroom vs. Frums,Cubby,lowiro 2020 song contest grand prize winner deliverance esoteric order LeCandy Amateurre Seros Kyutei Sunazuka Akira captin1 cubbby arronchu1207 thiev electronic instrumental -[pino]- bekko flask anya melfissa JeZag,3,147.69231292517006,1458224,0.013541666186874073
Usubeni (TV Size),LACCO TOWER,TheNeg,japanese rock jrock j-rock dragon ball super dbs akira toriyama toei animation anime dbz son goku chi-chi chi bulma vegeta soundtrack ost ending ed 3 three Light Pink Neg olsonn full_combo enuhq torriru,2,64.99602083333333,1459646,0.015385557256870533
Lunatic Tears... (Tatsh Remix),Tatsh,Mordred,niii_san tsumi to batsu to aganai no shoujo visual novel vn instrumental electronic original soundtrack ost arrange,2,357.2133333333333,1460718,0.0027994475756783995
Sapphire On Fire,NIWASHI,DeviousPanda,jazz instrumental taiko no tatsujin ドンだー！世界一決定戦2021 Donder! WORLD CHAMPIONSHIP 2021 PaRaDogi Down seolv lukas [_l_u_k_a_s_] Feiri moe yo ニジイロVer.2021,2,133.08,1461145,0.007514277126540426
Calm Down Juliet (What A Drama Queen),SycAmour,Maaadbot,album indulgence a saga of lights rock vocal male banter kirishima- Pepekcz english,7,279.8639229024943,1466264,0.02143899055574385
Asagao no Chiru Koro ni,TUYU,Finshie,jpop japanese pusu ぷす omutatsu おむたつ rei 礼衣 hatsune miku 初音ミク cover じっぷす Zips It's Raining After All j-pop pop,2,202.2138775510204,1468194,0.004945259010463765
Stabbing In The Dark,Ice Nine Kills,Blitzifyyy,The Silver Scream WashedUp Player Kang Sae-byeok Nymphe Kiyoshi Guarden Halloween Michael Myers Horror INK Spencer Charnas Ricky Armellino Patrick Galante Joe Occhiuti Dan Sugarman Justin DeBlieck Sarah J. Bartholomew Metal Metalcore Rock English,4,276.8666666666667,1476977,0.010835540573079701
Backyard Beach (TV Size),Ferb (CV: Danny Jacob),AJT,fletcher back yard disney channel cartoon & dan povenmire reggae hip hop hiphop english pop aistre alphabet venax,3,48.06530612244898,1478451,0.04161005434782609
Hikari Are (TV Size),BURNOUT SYNDROMES,Nevo,haikyuu Karasuno Koukou VS Shiratorizawa Gakuen third season 3rd 3 volleyball anime japanese xandit frostwich synderes glaceon rock opening TritoBandito haikyuu!! bakabaka_answer jrock,2,91.22627083333333,1486782,0.010961754666339031
RAY OF LIGHT (TV Size),Shoko Nakagawa,saymun,Hagane no Renkinjutsushi DJPop,3,89.96609977324263,14898,0.02223059580265179
Furachi na Kassai,Police Piccadilly feat. KAFU,Ryxliee,japanese rock jrock j-rock female vocalist kaf kaf-u vtuber virtual youtuber vocaloid artifical singing synthesizer CeVIO AI KAMITSUBAKI STUDIO 神椿スタジオ 花谱 花譜 かふ Astrolis Battle mrforse FlyzyStyle Froskya Revialink,2,147.528,1493511,0.006778374274713953
Numb (Nightcore Ver.),Jan Wayne Vs. Raindropz,KIA,natteke desu linkin park sterrum nyakun garven rokodo,2,168.101175,14983,0.005948798394776241
Merry-Go-Round (TV Size),MAN WITH A MISSION,Addy2607,Wanpachi Cycopton arronchu1207 Kirishima- Bakugo- gokugohan12468 KittyAdventure Boku no My Hero Academia heroaca bnha mha 5th fifth Season five 2nd second opening intro theme song two japanese rock jrock j-rock anime 緑谷出久 Midoriya Izuku デク Deku 爆豪勝己 Bakugō Bakugou Bakugo Katsuki 轟焦凍 Todoroki Shōto Shouto Shoto,2,90.08,1503987,0.011101243339253997
SAVIOR OF SONG,nano feat. MY FIRST STORY,KantoKun,Aoki Hagane no Arpeggio of Blue Steel opening Laurier Karia PAN P_A_N,3,246.576,150491,0.008111089481539161
Jinsei Easy?,DIALOGUE+,Amateurre,anime japanese pop j-pop jpop opening jaku chara tomozaki kun bottom tier character tomozaki-kun iljaaz keqing finshie kuse KuBsNia_ZhoYL_ winnie yogurtt lecandy asagi tsukinyuni matha petal,6,225.50666666666666,1507979,0.022172293502039853
O108ROCKET (feat. Neko Hacker),wotoha,Garden,ジーニアース Geniearth 海月ねう mituki mitsuki neu japanese electronic pop rock ofutone records NNZN ふにゃ yf_bmp Yogurtt Dored featured artist fa mappers' guild mpg,2,264.9,1510106,0.003775009437523594
JUST ONE LIFE,SPYAIR,HabiHolic,opening op Square Enix tv size,2,89.73916666666666,151320,0.011143406353598857
Stellalude,BlackY feat. Risa Yuzuki,Hinsvar,柚木梨沙 Luminaria ゆずりさ Yuzurisa Japanese Pop J-Pop JPop Electronic Electropop Electro Featured Artist FA Mappers' Guild MPG,4,269.1657142857143,1515209,0.011145550271739132
Eternity (C3EYOND Remix),Rachel Taylor,Alumetri,english electronic come alive dnb drum and bass PantyDev Daycore 0ppInOsu smozit nuvolina gordon123,2,162.45551020408163,1519259,0.006155531435922174
Sangenshoku,YOASOBI,BaAR_Vendel,japanese pop jpop j-pop ayase ikura 幾田りら ikuta lilas rgb the book 2 ahamo short ver. version houshou hari paradogi,2,149.7135,1519502,0.006679424367208034
Dorei Janai nara Nan Desu ka?,TUYU,Woood13,ぷす 礼衣  おむたつ Tsuyu Pusu Rei Omutatsu Miro AyunZ What if this isn't is not a slave japanese rock jrock 2nd album jpop pop,3,166.414126984127,1519920,0.0120182104503109
Just Believe!!!,Nijigasaki High School Idol Club,MiyohashiKoori,LoveLive! pop Love Live! school idol project anime Ayaka Miyake ygarshy PASSiON KiNG ニジガク NijiGaku 3rd album japanese video game j-pop jpop 上原歩夢 Uehara Ayumu 大西亜玖璃 Onishi Aguri 中須かすみ Nakasu Kasumi 相良茉優 Sagara Mayu 桜坂しずく Osaka Shizuku 前田佳織里 Maeda Kaori 朝香果林 Asaka Karin 久保田未夢 Kubota Miyu 宮下愛 Miyashita Ai 村上奈津実 Murakami Natsumi 近江彼方 Konoe Kanata 鬼頭明里 Kito Akari 優木せつ菜 Yuki Setsuna 楠木ともり Kusunoki Tomori エマ・ヴェルデ Emma Verde 指出毬亜 Sashide Maria 天王寺璃奈 Tennoji Rina 田中ちえ美 Tanaka Chiemi 三船栞子 Mifune Shioriko 小泉萌香 Koizumi Moeka Ōnishi Oonishi Ohnishi Ousaka Kitō Kitou Yuuki Tennouji gakuen doukoukai dōkōkai スクールアイドルフェスティバル ALL STARS スクスタ festival caps zyoi enjoy enju -_e_n_j_u_- arronchu1207 Karcher [Karcher],2,245.70666666666668,1522615,0.004069893640112871
Sayonara kara Hajimaru Monogatari,Hoshimi Production,_kotachi_,アイドリープライド アイプラ japanese jp pop jpop j-pop anime video game Tsuki no Tempest 月のテンペスト Nagase Kotono 長瀬琴乃 tachibana mirai 橘美來 Ibuki Nagisa 伊吹渚 natsume kokona 夏目ここな Shiraishi Saki 白石沙季 miyazawa koharu 宮沢小春 Narumiya Suzu 成宮すず aikawa kanata 相川奏多 Hayasaka Mei 早坂芽衣 hinata moka 日向もか Sunny Peace サニーピース Kawasaki Sakura 川咲さくら kanno mai 菅野真衣 Ichinose Rei 一ノ瀬怜 yuuki yuki moeko 結城萌子 Saeki Haruko 佐伯遙子 sasaki nao 佐々木奈緒 Chisa 白石千紗 takao kanon 高尾奏音 Hyodo Shizuku 兵藤雫 aikawa kanata 相川奏多 -Brethia sanairrt -_ex_- AsuKow Meg iMage-- kuei otudou -Rei,2,217.78285714285715,1522743,0.004591729638958858
Rekka no Suiryoku,KINEMA106,-Atri-,KuranteMelodii krt Firis Mistlud yf_bmp Hollow Wings midorijeon 黒兎ウル Kurousagi Uru 火焔ノ水彩 艦隊これくしょん -艦これ- kancolle c92 tom jun-jun ゆ吉 厨房ちゃうよ 艦あにvol.6 赫灼のレジスト Japanese rock fa Featured Artist mappers mappers' guild jrock j-rock,3,201.63916666666665,1524363,0.009918707922981234
Heavy Rotation,AKB48,Sotarks,kawaiwkyik rizia jpop j-pop japanese female vocalists vocals pop akb 48 Koko ni Ita Koto single Akimoto Yamazaki Tanaka idols,3,282.174693877551,1524839,0.0070878078133678945
Peko Miko Daisensou!!,REDALiCE feat. Usada Pekora & Sakura Miko,Yuuma,nagaraia kumocha shirokumocha - Ex - -_Ex_- kowari まろん maron IOSYS モリモリあつし morimori atsushi hololive ホロライブ vtuber virtual youtuber japanese pop jpop j-pop video game rhythm Electronic,5,256.0,1527095,0.015625
Wrath of Monoceros Caeli,Yu-Peng Chen @HOYO-MiX,AirinCat,mihoyo video game gi the golden house phase 3 three soundtrack boss battle theme ost original instrumental tartaglia childe foul legacy the shimmering voyage Disc 3: Roar of the Formidable 11th eleven harbinger whale narwhal classical other folk electronic orchestra hydro electro gacha shezhnaya 原神 珍珠之歌 激流与岩壑,2,164.1273469387755,1529466,0.006092829858347923
Grief & Malice (Cut Ver.),Helblinde,Half,Len dora- doraemonelf Sis puella magica! Magi Madoka Magica mahou shoujo Life starts at 200bpm Fast Electronic Japanese Kajiura Yuki 梶浦 由記 jcore j-core hardcore and,5,186.04408163265308,1530096,0.02150028081999438
Antithesis,Takayan,Fanboyyou,japanese hip-hop j-rap zutto ikite ne please live forever ずっと生きてね hiphop hip hop rap jrap trap muya- tilda,3,96.85569160997733,1531683,0.020649276947540533
Hitogawari,KikuoHana,Some Hero,gibune collaboration utaite hanatan substitute japanese rock j-rock jrock YURiCa 花たん 第二幕 Act 2 Dainimaku,3,266.16163265306125,1531745,0.007514231033467465
STORIA,xi vs. sakuzyo,- AzRaeL -,Electronic Instrumental Rhythm Video Game Drum And Bass DnB Rayark 削除 BMS ἱστορία Historia Chapter M Halcyon Niflheimr VitMaster Black Lair AXION Len ice08311 Storyboard,2,253.36163265306124,1532736,0.003946927518300856
Crow Song (TV Size),Girls Dead Monster,DJPop,Sawashiro Miyuki Iwasawa,2,106.97142857142858,15341,0.009348290598290598
the dariacore to YTP pipeline,leroy,Silverboxer,dltzk mashcore pisscore daria hyperpop experimental breakcore digicore jersey club english electronic 0ppinosu 0pp NOIN,2,146.16256235827663,1536850,0.006841697243571714
Super Nuko World,yuikonnu & ayaponzu*,AllStar12,Kagamine Rin IA Vocaloid まふてる mafumafu nico douga utaite Guy alacat captin1 Yia DarknessAngel,3,220.2,153776,0.009082652134423252
FLARE (TV Size),Void_Chords feat. LIO,Basensorex,From Commonplace to World's Strongest 白米良 Ryo Shirakome 高橋諒 Takahashi Lantis White Fox Asread Company Limited Co. Ltd. Arifureta Shokugyou de Sekai Saikyou ユエ 南雲ハジメ Anime Opening english j pop j-pop booliix asukow kujinn reform,2,89.64,1539923,0.011155734047300312
INDUSTRY BABY (feat. Jack Harlow),Lil Nas X,xandeez nuts,pop trap hip-hop hiphop english male vocals vocalist feat collab [poke] mimari dooe -doodle jas CraEZy yuuya_ke montero take a daytrip kanye west,2,216.40997732426302,1539995,0.0046208590396995715
Horadric Cube,Abiotic,Mazzerin,ikigai english technical death metal progressive deathcore,5,305.9983673469388,1540212,0.013071965169882191
can cry,yanaginagi,Sekai,クライスタ 未明の君と薄明の魔法 mimei no kimi to hakumei no maho mahō mahou video game videogame japanese j-pop jpop pop rock jrock j-rock full version Game playstation 4 PS4 Sekaii Sekai-nyan arronchu1207 Silent Rock Affirmation Alexsander -_AzRaeL_-,3,258.28,1540873,0.007743534148985598
Ren'ai Fantasy,Pratanallis feat. Tsuyuri Karin,Lasse,renai mpg mappers' guild featured artist doujin symphonic gothic rock metal japanese classical ヒノデ hinode れいあじゅ reiaju reiage,3,332.9044897959184,1546547,0.006007729127432517
Dive Back In Time (TV Size),Bai Sha JAWS,Chompy,Shi Guang Dai Li Ren Link Click donghua dong hua anime english pop mononymous -ascended- -_ascended_- ascended Cubby Cubbby shota_on_osu Airin AirinCat Some Hero Heroine FuJu IOException deadcode Ceo of Osu Ceo_of_Osu,2,60.590333333333334,1546952,0.016504282861402535
The Rock Show,Blink 182,ztrot,Blink182 YGOkid8,2,171.60234375,15476,0.005827426235255019
3-ji 12-fun,TAKU INOUE & Hoshimachi Suisei,Mir,3 12 3:12 時 分 ホロライブ hololive idol vtuber virtual youtuber japanese pop j-pop jpop electronic zelq inotaku sanji juunihun juunifun,3,192.10448979591837,1549675,0.010411000815882513
Urami no Waltz,KikuoHana,SMOKELIND,Waltz of Malice Hanatan 花たん YURiCa  ユリカ 第一幕 1 First Act Daiichi Maku Japanese Rock Jazz iljaaz FuJu frozz -Keqing Keqing Crissa Eula-,2,252.98666666666668,1552723,0.003952777484979446
Swampwitch,Aether Realm,iamtickrate,fa featured artist one chosen by the gods asheville melodic death power folk english metal kerupt blood9,2,276.7934693877551,1556131,0.0036128020007550016
Happy Ending Simulator,nano,Umi,ガンスリンガーストラトス２ square enix guy laurier WEST GROUND,3,125.17877551020408,155767,0.015977149415692823
